offset,result,steps,price
0.5,SUCCESS,2,1007.09
0.75,SUCCESS,3,1007.09
1.0,SUCCESS,4,1007.09
0.35,SUCCESS,1,1007.09
0.4,SUCCESS,2,1007.09
0.45,SUCCESS,2,1007.09
0.5,SUCCESS,0,1007.09
0.75,SUCCESS,0,1007.09
1.0,SUCCESS,2,1007.09
0.35,SUCCESS,1,1007.09
0.4,SUCCESS,0,1007.09
0.45,SUCCESS,1,1006.99
0.5,SUCCESS,3,1006.99
0.75,SUCCESS,4,1006.49
1.0,SUCCESS,0,1006.49
0.35,SUCCESS,0,1006.49
0.4,SUCCESS,1,1006.49
0.45,SUCCESS,0,1006.49
0.5,SUCCESS,0,1006.49
0.75,SUCCESS,1,1006.49
1.0,SUCCESS,1,1006.49
0.35,TIMEOUT,51,
0.4,SUCCESS,0,1006.59
0.45,SUCCESS,0,1006.59
0.5,SUCCESS,1,1006.59
0.75,SUCCESS,3,1006.59
1.0,SUCCESS,0,1006.59
0.35,SUCCESS,0,1006.59
0.4,SUCCESS,0,1006.59
0.45,SUCCESS,3,1006.59
0.5,SUCCESS,0,1006.59
0.75,SUCCESS,4,1006.59
1.0,SUCCESS,1,1006.59
0.35,SUCCESS,2,1006.59
0.4,TIMEOUT,51,
0.45,SUCCESS,4,1006.79
0.5,SUCCESS,2,1006.79
0.75,SUCCESS,0,1006.79
1.0,SUCCESS,1,1006.79
0.35,SUCCESS,3,1006.79
0.4,TIMEOUT,51,
0.45,SUCCESS,0,1006.89
0.5,SUCCESS,1,1006.89
0.75,SUCCESS,0,1006.89
1.0,SUCCESS,0,1006.89
0.35,SUCCESS,1,1006.89
0.4,SUCCESS,2,1006.89
0.45,SUCCESS,2,1006.89
0.5,SUCCESS,0,1006.89
0.75,SUCCESS,2,1006.89
1.0,SUCCESS,2,1006.89
0.35,SUCCESS,0,1006.89
0.4,SUCCESS,6,1006.89
0.45,SUCCESS,1,1006.89
0.5,SUCCESS,0,1006.89
0.75,SUCCESS,3,1006.89
1.0,SUCCESS,0,1006.89
0.35,SUCCESS,1,1006.99
0.4,TIMEOUT,51,
0.45,SUCCESS,0,1007.49
0.5,SUCCESS,1,1007.49
0.75,SUCCESS,3,1007.49
1.0,SUCCESS,2,1007.49
0.35,SUCCESS,1,1007.49
0.4,SUCCESS,8,1007.49
0.45,SUCCESS,2,1007.49
0.5,SUCCESS,1,1007.49
0.75,SUCCESS,1,1007.49
1.0,SUCCESS,1,1007.49
0.35,SUCCESS,1,1007.49
0.4,SUCCESS,0,1007.49
0.45,SUCCESS,0,1007.49
0.5,SUCCESS,0,1007.49
0.75,SUCCESS,2,1007.49
1.0,TIMEOUT,51,
0.35,SUCCESS,0,1007.59
0.4,SUCCESS,2,1007.59
0.45,SUCCESS,1,1007.59
0.5,SUCCESS,0,1007.59
0.75,SUCCESS,0,1007.59
1.0,TIMEOUT,51,
0.35,SUCCESS,0,1007.89
0.4,SUCCESS,2,1007.89
0.45,SUCCESS,3,1007.89
0.5,SUCCESS,1,1007.89
0.75,SUCCESS,3,1007.89
1.0,SUCCESS,2,1007.89
0.35,SUCCESS,0,1007.89
0.4,SUCCESS,0,1007.89
0.45,SUCCESS,0,1007.89
0.5,SUCCESS,0,1007.89
0.75,SUCCESS,1,1007.89
1.0,SUCCESS,1,1007.89
0.35,SUCCESS,0,1007.89
0.4,SUCCESS,6,1007.89
0.45,SUCCESS,2,1007.89
0.5,TIMEOUT,51,
0.75,SUCCESS,3,1008.29
1.0,SUCCESS,2,1008.29
0.35,SUCCESS,2,1008.29
0.4,SUCCESS,2,1008.29
0.45,SUCCESS,5,1008.29
0.5,SUCCESS,1,1008.29
0.75,SUCCESS,0,1008.29
1.0,SUCCESS,0,1008.29
0.35,SUCCESS,1,1008.29
0.4,TIMEOUT,51,
0.45,SUCCESS,0,1008.39
0.5,SUCCESS,2,1008.39
0.75,SUCCESS,1,1008.39
1.0,SUCCESS,2,1008.39
0.35,SUCCESS,0,1008.39
0.4,SUCCESS,0,1008.39
0.45,SUCCESS,0,1008.39
0.5,SUCCESS,0,1008.39
0.75,SUCCESS,0,1008.39
1.0,SUCCESS,1,1008.39
0.35,SUCCESS,0,1008.49
0.4,TIMEOUT,51,
0.45,SUCCESS,0,1009.19
0.5,SUCCESS,0,1009.19
0.75,SUCCESS,0,1009.19
1.0,SUCCESS,5,1009.19
0.35,TIMEOUT,51,
0.4,SUCCESS,3,1009.29
0.45,SUCCESS,1,1009.29
0.5,SUCCESS,1,1009.29
0.75,SUCCESS,1,1009.29
1.0,SUCCESS,1,1009.29
0.35,SUCCESS,0,1009.29
0.4,SUCCESS,1,1009.29
0.45,SUCCESS,0,1009.29
0.5,SUCCESS,0,1009.29
0.75,TIMEOUT,51,
1.0,SUCCESS,2,1009.49
0.35,SUCCESS,2,1009.49
0.4,SUCCESS,2,1009.49
0.45,SUCCESS,1,1009.49
0.5,TIMEOUT,51,
0.75,SUCCESS,0,1009.89
1.0,SUCCESS,3,1009.89
0.35,SUCCESS,4,1009.89
0.4,SUCCESS,0,1009.89
0.45,SUCCESS,4,1009.89
0.5,SUCCESS,0,1009.89
0.75,SUCCESS,1,1009.89
1.0,SUCCESS,0,1009.89
0.35,SUCCESS,0,1009.89
0.4,SUCCESS,0,1009.99
0.45,SUCCESS,84,1010.39
0.5,SUCCESS,0,995.69
0.75,SUCCESS,0,995.69
1.0,SUCCESS,1,995.69
0.35,SUCCESS,1,995.69
0.4,SUCCESS,0,995.69
0.45,SUCCESS,1,995.69
0.5,SUCCESS,0,995.69
0.75,SUCCESS,0,995.69
1.0,SUCCESS,1,995.69
0.35,SUCCESS,0,995.69
0.4,SUCCESS,0,995.69
0.45,SUCCESS,1,995.59
0.5,SUCCESS,0,995.49
0.75,SUCCESS,2,995.49
1.0,SUCCESS,0,995.39
0.35,SUCCESS,0,995.39
0.4,SUCCESS,1,995.39
0.45,SUCCESS,0,995.19
0.5,SUCCESS,0,995.19
0.75,SUCCESS,0,995.19
1.0,SUCCESS,0,995.19
0.35,SUCCESS,0,995.19
0.4,SUCCESS,0,994.89
0.45,SUCCESS,0,994.69
0.5,SUCCESS,0,994.49
0.75,SUCCESS,1,994.29
1.0,SUCCESS,0,994.19
0.35,SUCCESS,0,994.09
0.4,SUCCESS,0,993.7
0.45,SUCCESS,0,993.35
0.5,SUCCESS,0,993.09
0.75,SUCCESS,0,992.19
1.0,SUCCESS,0,991.59
0.35,SUCCESS,1,990.35
0.4,SUCCESS,1,989.5
0.45,SUCCESS,1,989.49
0.5,SUCCESS,0,988.7
0.75,SUCCESS,0,988.29
1.0,SUCCESS,0,987.4
0.35,SUCCESS,0,987.49
