offset,result,steps,price
0.05,SUCCESS,2,1003.45
0.1,SUCCESS,2,1003.49
0.12,SUCCESS,2,1003.49
0.25,SUCCESS,0,1003.49
0.0,SUCCESS,20,1003.4
0.01,SUCCESS,0,1003.41
0.05,SUCCESS,0,1003.45
0.1,SUCCESS,1,1003.49
0.12,SUCCESS,1,1003.49
0.25,SUCCESS,0,1003.49
0.0,SUCCESS,21,1003.4
0.01,SUCCESS,1,1003.41
0.05,SUCCESS,0,1003.45
0.1,SUCCESS,0,1003.49
0.12,SUCCESS,1,1003.49
0.25,SUCCESS,0,1003.49
0.0,SUCCESS,15,1003.4
0.01,SUCCESS,4,1003.41
0.05,SUCCESS,4,1003.45
0.1,SUCCESS,0,1003.49
0.12,SUCCESS,1,1003.49
0.25,SUCCESS,2,1003.49
0.0,SUCCESS,22,1003.4
0.01,SUCCESS,0,1003.41
0.05,SUCCESS,3,1003.45
0.1,SUCCESS,1,1003.49
0.12,SUCCESS,1,1003.49
0.25,SUCCESS,0,1003.49
0.0,SUCCESS,11,1003.4
0.01,SUCCESS,5,1003.41
0.05,SUCCESS,0,1003.45
0.1,SUCCESS,6,1003.49
0.12,SUCCESS,0,1003.49
0.25,SUCCESS,0,1003.49
0.0,TIMEOUT,51,
0.01,SUCCESS,2,1003.61
0.05,SUCCESS,1,1003.65
0.1,SUCCESS,0,1003.69
0.12,SUCCESS,0,1003.69
0.25,SUCCESS,3,1003.69
0.0,SUCCESS,15,1003.6
0.01,SUCCESS,5,1003.61
0.05,SUCCESS,5,1003.65
0.1,SUCCESS,4,1003.69
0.12,SUCCESS,1,1003.69
0.25,SUCCESS,3,1003.69
0.0,SUCCESS,11,1003.6
0.01,SUCCESS,4,1003.61
0.05,SUCCESS,1,1003.65
0.1,SUCCESS,1,1003.69
0.12,SUCCESS,0,1003.69
0.25,SUCCESS,3,1003.69
0.0,SUCCESS,13,1003.6
0.01,SUCCESS,0,1003.61
0.05,SUCCESS,3,1003.65
0.1,SUCCESS,0,1003.69
0.12,TIMEOUT,51,
0.25,SUCCESS,0,1003.79
0.0,SUCCESS,25,1003.7
0.01,SUCCESS,1,1003.71
0.05,SUCCESS,1,1003.75
0.1,SUCCESS,1,1003.79
0.12,SUCCESS,1,1003.79
0.25,SUCCESS,1,1003.79
0.0,SUCCESS,14,1003.7
0.01,SUCCESS,0,1003.71
0.05,SUCCESS,2,1003.75
0.1,SUCCESS,5,1003.79
0.12,SUCCESS,0,1003.79
0.25,SUCCESS,2,1003.79
0.0,SUCCESS,14,1003.7
0.01,SUCCESS,0,1003.71
0.05,SUCCESS,2,1003.75
0.1,SUCCESS,1,1003.79
0.12,SUCCESS,1,1003.79
0.25,SUCCESS,1,1003.79
0.0,SUCCESS,19,1003.7
0.01,SUCCESS,0,1003.71
0.05,SUCCESS,0,1003.75
0.1,SUCCESS,1,1003.79
0.12,SUCCESS,2,1003.79
0.25,SUCCESS,3,1003.79
0.0,SUCCESS,20,1003.7
0.01,SUCCESS,0,1003.71
0.05,SUCCESS,0,1003.75
0.1,SUCCESS,2,1003.79
0.12,SUCCESS,0,1003.79
0.25,TIMEOUT,51,
0.0,SUCCESS,26,1003.8
0.01,SUCCESS,2,1003.81
0.05,SUCCESS,2,1003.85
0.1,SUCCESS,2,1003.89
0.12,SUCCESS,0,1003.89
0.25,SUCCESS,3,1003.89
0.0,SUCCESS,21,1003.8
0.01,SUCCESS,0,1003.81
0.05,SUCCESS,0,1003.85
0.1,SUCCESS,0,1003.89
0.12,SUCCESS,0,1003.89
0.25,SUCCESS,1,1003.89
0.0,SUCCESS,21,1003.8
0.01,SUCCESS,4,1003.81
0.05,SUCCESS,0,1003.85
0.1,SUCCESS,0,1003.89
0.12,SUCCESS,0,1003.89
0.25,SUCCESS,2,1003.89
0.0,SUCCESS,18,1003.8
0.01,SUCCESS,0,1003.81
0.05,SUCCESS,2,1003.85
0.1,SUCCESS,3,1003.89
0.12,SUCCESS,0,1003.89
0.25,SUCCESS,0,1003.89
0.0,SUCCESS,20,1003.8
0.01,SUCCESS,1,1003.81
0.05,SUCCESS,1,1003.85
0.1,SUCCESS,1,1003.89
0.12,SUCCESS,0,1003.89
0.25,SUCCESS,2,1003.89
0.0,SUCCESS,10,1003.8
0.01,SUCCESS,0,1003.81
0.05,SUCCESS,0,1003.85
0.1,SUCCESS,8,1003.89
0.12,SUCCESS,0,1003.89
0.25,SUCCESS,0,1003.89
0.0,SUCCESS,10,1003.8
0.01,SUCCESS,0,1003.81
0.05,SUCCESS,2,1003.85
0.1,SUCCESS,0,1003.89
0.12,SUCCESS,3,1003.89
0.25,SUCCESS,0,1003.89
0.0,SUCCESS,6,1003.8
0.01,SUCCESS,1,1003.81
0.05,SUCCESS,4,1003.85
0.1,SUCCESS,2,1003.89
0.12,SUCCESS,4,1003.89
0.25,SUCCESS,0,1003.89
0.0,SUCCESS,8,1003.8
0.01,SUCCESS,1,1003.81
0.05,SUCCESS,0,1003.85
0.1,SUCCESS,3,1003.89
0.12,TIMEOUT,51,
0.25,SUCCESS,1,1003.99
0.0,SUCCESS,41,1003.9
0.01,SUCCESS,0,1003.91
0.05,SUCCESS,1,1003.95
0.1,SUCCESS,0,1003.99
0.12,SUCCESS,1,1003.99
0.25,SUCCESS,3,1003.99
0.0,SUCCESS,20,1003.9
0.01,SUCCESS,0,1003.91
0.05,SUCCESS,2,1003.95
0.1,SUCCESS,0,1003.99
0.12,SUCCESS,2,1003.99
0.25,SUCCESS,4,1003.99
0.0,SUCCESS,16,1003.9
0.01,SUCCESS,1,1003.91
0.05,SUCCESS,1,1003.95
0.1,SUCCESS,0,1003.99
0.12,SUCCESS,1,1003.99
0.25,SUCCESS,1,1003.99
0.0,SUCCESS,15,1003.9
0.01,SUCCESS,4,1003.91
0.05,SUCCESS,1,1003.95
0.1,SUCCESS,3,1003.99
0.12,SUCCESS,0,1003.99
0.25,SUCCESS,0,1003.99
0.0,SUCCESS,18,1003.9
0.01,SUCCESS,0,1003.91
0.05,SUCCESS,0,1003.95
0.1,SUCCESS,0,1003.99
0.12,SUCCESS,0,1003.99
0.25,SUCCESS,0,1003.99
0.0,SUCCESS,17,1003.9
0.01,SUCCESS,1,1003.91
0.05,SUCCESS,1,1003.95
0.1,SUCCESS,1,1003.99
0.12,SUCCESS,1,1003.99
0.25,SUCCESS,0,1003.99
0.0,SUCCESS,6,1003.9
0.01,SUCCESS,1,1003.91
0.05,SUCCESS,0,1003.95
0.1,SUCCESS,1,1003.99
0.12,SUCCESS,2,1003.99
0.25,SUCCESS,1,1003.99
0.0,SUCCESS,26,1003.9
0.01,SUCCESS,1,1003.91
0.05,SUCCESS,1,1003.95
0.1,SUCCESS,2,1003.99
0.12,SUCCESS,1,1003.99
0.25,SUCCESS,2,1003.99
0.0,SUCCESS,13,1003.9
0.01,SUCCESS,3,1003.91
0.05,SUCCESS,0,1003.95
0.1,SUCCESS,1,1003.99
0.12,SUCCESS,0,1003.99
0.25,SUCCESS,1,1003.99
0.0,SUCCESS,16,1003.9
0.01,SUCCESS,0,1003.91
0.05,SUCCESS,1,1003.95
0.1,SUCCESS,6,1003.99
0.12,SUCCESS,1,1003.99
0.25,SUCCESS,1,1003.99
0.0,SUCCESS,15,1003.9
0.01,SUCCESS,3,1003.91
0.05,SUCCESS,2,1003.95
0.1,SUCCESS,2,1003.99
0.12,SUCCESS,0,1003.99
0.25,SUCCESS,0,1003.99
0.0,SUCCESS,10,1003.9
0.01,SUCCESS,1,1003.91
0.05,SUCCESS,0,1003.95
0.1,SUCCESS,8,1003.99
0.12,SUCCESS,2,1003.99
0.25,SUCCESS,2,1003.99
0.0,SUCCESS,10,1003.9
0.01,SUCCESS,1,1003.91
0.05,SUCCESS,0,1003.95
0.1,SUCCESS,0,1003.99
0.12,SUCCESS,0,1003.99
0.25,SUCCESS,2,1003.99
0.0,SUCCESS,13,1003.9
0.01,SUCCESS,0,1003.91
0.05,SUCCESS,2,1003.95
0.1,SUCCESS,0,1003.99
0.12,SUCCESS,13,1003.99
0.25,SUCCESS,3,1003.99
0.0,SUCCESS,10,1003.9
0.01,SUCCESS,3,1003.91
0.05,SUCCESS,1,1003.95
0.1,SUCCESS,0,1003.99
0.12,SUCCESS,1,1003.99
0.25,SUCCESS,0,1003.99
0.0,SUCCESS,8,1003.9
0.01,SUCCESS,3,1003.91
0.05,SUCCESS,2,1003.95
0.1,SUCCESS,0,1003.99
0.12,SUCCESS,0,1003.99
0.25,SUCCESS,0,1003.99
0.0,SUCCESS,11,1003.9
0.01,SUCCESS,0,1003.91
0.05,SUCCESS,3,1003.95
0.1,SUCCESS,1,1003.99
0.12,SUCCESS,2,1003.99
0.25,SUCCESS,1,1003.99
0.0,SUCCESS,10,1003.9
0.01,SUCCESS,2,1003.91
0.05,SUCCESS,0,1003.95
0.1,SUCCESS,0,1003.99
0.12,SUCCESS,3,1003.99
0.25,SUCCESS,2,1003.99
0.0,SUCCESS,5,1003.3
0.01,SUCCESS,0,1003.31
0.05,SUCCESS,2,1003.35
0.1,SUCCESS,0,1003.39
0.12,SUCCESS,2,1003.39
0.25,SUCCESS,1,1003.39
0.0,SUCCESS,5,1003.3
0.01,SUCCESS,1,1003.31
0.05,SUCCESS,0,1003.35
0.1,SUCCESS,2,1003.39
0.12,SUCCESS,1,1003.39
0.25,SUCCESS,3,1003.39
0.0,SUCCESS,2,1003.3
0.01,SUCCESS,0,1003.31
0.05,SUCCESS,1,1003.35
0.1,SUCCESS,1,1003.39
0.12,SUCCESS,1,1003.39
0.25,SUCCESS,1,1003.39
0.0,SUCCESS,11,1003.3
0.01,SUCCESS,2,1003.31
0.05,SUCCESS,0,1003.35
0.1,SUCCESS,0,1003.39
0.12,SUCCESS,0,1003.39
0.25,SUCCESS,0,1003.39
0.0,SUCCESS,12,1003.3
0.01,SUCCESS,2,1003.31
0.05,SUCCESS,1,1003.35
0.1,SUCCESS,0,1003.39
0.12,SUCCESS,1,1003.39
0.25,SUCCESS,1,1003.39
0.0,SUCCESS,7,1003.3
0.01,SUCCESS,0,1003.31
0.05,SUCCESS,1,1003.35
0.1,SUCCESS,3,1003.39
0.12,SUCCESS,0,1003.39
0.25,SUCCESS,2,1003.39
0.0,SUCCESS,4,1003.3
0.01,SUCCESS,0,1003.31
0.05,SUCCESS,0,1003.35
0.1,SUCCESS,6,1003.39
0.12,SUCCESS,0,1003.39
0.25,SUCCESS,1,1003.7
0.0,SUCCESS,13,1003.6
0.01,SUCCESS,0,1003.61
0.05,SUCCESS,2,1003.65
0.1,SUCCESS,0,1003.69
0.12,TIMEOUT,51,
0.25,SUCCESS,2,1004.19
0.0,SUCCESS,30,1004.1
0.01,SUCCESS,0,1004.11
0.05,SUCCESS,0,1004.15
0.1,SUCCESS,0,1004.19
0.12,SUCCESS,1,1004.19
0.25,SUCCESS,1,1004.19
0.0,SUCCESS,13,1004.1
0.01,SUCCESS,0,1004.11
0.05,SUCCESS,0,1004.15
0.1,SUCCESS,3,1004.19
0.12,SUCCESS,1,1004.19
0.25,SUCCESS,5,1004.19
0.0,SUCCESS,11,1004.1
0.01,SUCCESS,1,1004.11
0.05,SUCCESS,0,1004.15
0.1,SUCCESS,0,1004.19
0.12,SUCCESS,4,1004.19
0.25,TIMEOUT,51,
0.0,SUCCESS,31,1004.5
0.01,SUCCESS,1,1004.51
0.05,SUCCESS,1,1004.55
0.1,SUCCESS,3,1004.59
0.12,SUCCESS,1,1004.59
0.25,SUCCESS,1,1004.59
0.0,SUCCESS,1,1004.6
0.01,SUCCESS,1,1004.61
0.05,SUCCESS,1,1004.65
0.1,TIMEOUT,51,
0.12,SUCCESS,0,1004.79
0.25,SUCCESS,0,1004.79
0.0,SUCCESS,21,1004.7
0.01,SUCCESS,1,1004.71
0.05,SUCCESS,3,1004.75
0.1,SUCCESS,1,1004.79
0.12,SUCCESS,1,1004.79
0.25,SUCCESS,0,1004.79
0.0,SUCCESS,14,1004.7
0.01,SUCCESS,0,1004.71
0.05,SUCCESS,1,1004.75
0.1,SUCCESS,1,1004.79
0.12,SUCCESS,1,1004.79
0.25,SUCCESS,2,1004.79
0.0,SUCCESS,17,1004.7
0.01,SUCCESS,3,1004.71
0.05,SUCCESS,2,1004.75
0.1,SUCCESS,0,1004.79
0.12,SUCCESS,4,1004.79
0.25,SUCCESS,1,1004.79
0.0,SUCCESS,16,1004.7
0.01,SUCCESS,1,1004.71
0.05,SUCCESS,1,1004.75
0.1,SUCCESS,9,1004.79
0.12,SUCCESS,1,1004.79
0.25,TIMEOUT,51,
0.0,SUCCESS,27,1005.3
0.01,SUCCESS,0,1005.31
0.05,SUCCESS,1,1005.35
0.1,SUCCESS,7,1005.39
0.12,SUCCESS,2,1005.39
0.25,SUCCESS,0,1005.39
0.0,SUCCESS,18,1005.3
0.01,SUCCESS,3,1005.31
0.05,SUCCESS,0,1005.35
0.1,SUCCESS,1,1005.39
0.12,SUCCESS,2,1005.39
0.25,SUCCESS,0,1005.39
0.0,SUCCESS,15,1005.3
0.01,SUCCESS,0,1005.31
0.05,SUCCESS,1,1005.35
0.1,SUCCESS,2,1005.39
0.12,SUCCESS,3,1005.39
0.25,SUCCESS,0,1005.39
0.0,SUCCESS,12,1005.3
0.01,SUCCESS,2,1005.31
0.05,SUCCESS,0,1005.35
0.1,SUCCESS,2,1005.39
0.12,SUCCESS,0,1005.39
0.25,TIMEOUT,51,
0.0,SUCCESS,26,1005.7
0.01,SUCCESS,1,1005.71
0.05,SUCCESS,1,1005.75
0.1,SUCCESS,2,1005.79
0.12,SUCCESS,5,1005.79
0.25,SUCCESS,2,1005.79
0.0,SUCCESS,15,1005.7
0.01,SUCCESS,0,1005.71
0.05,SUCCESS,0,1005.75
0.1,SUCCESS,1,1005.79
0.12,SUCCESS,0,1005.79
0.25,SUCCESS,2,1005.79
0.0,SUCCESS,21,1005.7
0.01,SUCCESS,3,1005.71
0.05,SUCCESS,2,1005.75
0.1,SUCCESS,0,1005.79
0.12,SUCCESS,0,1005.79
0.25,SUCCESS,0,1005.79
0.0,SUCCESS,8,1005.7
0.01,SUCCESS,2,1005.71
0.05,SUCCESS,4,1005.75
0.1,SUCCESS,1,1005.79
0.12,SUCCESS,0,1005.79
0.25,SUCCESS,0,1005.79
0.0,SUCCESS,8,1005.7
0.01,SUCCESS,1,1005.71
0.05,SUCCESS,1,1005.75
0.1,SUCCESS,0,1005.79
0.12,SUCCESS,3,1005.79
0.25,SUCCESS,2,1005.79
0.0,SUCCESS,13,1005.8
0.01,SUCCESS,1,1005.81
0.05,SUCCESS,2,1005.85
0.1,SUCCESS,1,1005.89
0.12,SUCCESS,0,1005.89
0.25,SUCCESS,0,1005.89
0.0,SUCCESS,13,1005.8
0.01,SUCCESS,2,1005.81
0.05,SUCCESS,0,1005.85
0.1,SUCCESS,3,1005.89
0.12,SUCCESS,1,1005.89
0.25,SUCCESS,0,1005.89
0.0,SUCCESS,13,1005.8
0.01,SUCCESS,1,1005.81
0.05,SUCCESS,0,1005.85
0.1,SUCCESS,0,1005.89
0.12,SUCCESS,0,1005.89
0.25,SUCCESS,0,1005.89
0.0,SUCCESS,9,1005.8
0.01,SUCCESS,0,1005.81
0.05,SUCCESS,2,1005.85
0.1,SUCCESS,2,1005.89
0.12,SUCCESS,0,1005.89
0.25,SUCCESS,3,1005.89
0.0,SUCCESS,18,1005.8
0.01,SUCCESS,0,1005.81
0.05,SUCCESS,4,1005.85
0.1,SUCCESS,0,1005.89
0.12,SUCCESS,1,1005.89
0.25,SUCCESS,2,1005.89
0.0,SUCCESS,10,1005.8
0.01,SUCCESS,2,1005.81
0.05,SUCCESS,0,1005.85
0.1,SUCCESS,2,1005.89
0.12,SUCCESS,6,1005.89
0.25,TIMEOUT,51,
0.0,SUCCESS,37,1005.9
0.01,SUCCESS,5,1005.91
0.05,SUCCESS,0,1005.95
0.1,SUCCESS,0,1005.99
0.12,SUCCESS,2,1005.99
0.25,SUCCESS,5,1005.99
0.0,SUCCESS,10,1005.9
0.01,SUCCESS,0,1005.91
0.05,SUCCESS,0,1005.95
0.1,SUCCESS,0,1005.99
0.12,SUCCESS,5,1005.99
0.25,SUCCESS,4,1005.99
0.0,SUCCESS,5,1005.9
0.01,SUCCESS,0,1005.91
0.05,SUCCESS,1,1005.95
0.1,SUCCESS,2,1005.99
0.12,SUCCESS,0,1005.99
0.25,SUCCESS,0,1005.99
0.0,SUCCESS,13,1005.9
0.01,SUCCESS,0,1005.91
0.05,SUCCESS,0,1005.95
0.1,SUCCESS,0,1005.99
0.12,SUCCESS,5,1005.99
0.25,SUCCESS,0,1005.99
0.0,SUCCESS,7,1005.9
0.01,SUCCESS,1,1005.91
0.05,SUCCESS,2,1005.95
0.1,SUCCESS,4,1005.99
0.12,SUCCESS,2,1005.99
0.25,SUCCESS,40,1006.09
0.0,SUCCESS,1,998.7
0.01,SUCCESS,3,998.61
0.05,SUCCESS,1,998.65
0.1,SUCCESS,4,998.69
0.12,SUCCESS,0,998.69
0.25,SUCCESS,0,998.69
0.0,SUCCESS,12,998.6
0.01,SUCCESS,1,998.61
0.05,SUCCESS,0,998.65
0.1,SUCCESS,0,998.69
0.12,SUCCESS,1,998.69
0.25,SUCCESS,3,998.69
0.0,SUCCESS,13,998.6
0.01,SUCCESS,2,998.61
0.05,SUCCESS,0,998.65
0.1,SUCCESS,0,998.69
0.12,SUCCESS,0,998.69
0.25,SUCCESS,0,998.69
0.0,SUCCESS,16,998.6
0.01,SUCCESS,0,998.61
0.05,SUCCESS,2,998.65
0.1,SUCCESS,0,998.69
0.12,SUCCESS,1,998.69
0.25,SUCCESS,8,998.69
0.0,SUCCESS,7,998.6
0.01,SUCCESS,3,998.61
0.05,SUCCESS,0,998.65
0.1,TIMEOUT,51,
0.12,SUCCESS,0,998.79
0.25,SUCCESS,1,998.79
0.0,SUCCESS,21,998.7
0.01,SUCCESS,2,998.71
0.05,SUCCESS,1,998.75
0.1,SUCCESS,0,998.79
0.12,SUCCESS,3,998.79
0.25,SUCCESS,1,998.79
0.0,SUCCESS,7,998.7
0.01,SUCCESS,7,998.71
0.05,SUCCESS,0,998.75
0.1,SUCCESS,0,998.79
0.12,SUCCESS,1,998.79
0.25,SUCCESS,2,998.79
0.0,SUCCESS,15,998.7
0.01,SUCCESS,2,998.71
0.05,SUCCESS,2,998.75
0.1,SUCCESS,1,998.79
0.12,SUCCESS,1,998.79
0.25,SUCCESS,1,998.79
0.0,SUCCESS,19,998.7
0.01,SUCCESS,1,998.71
0.05,SUCCESS,2,998.75
0.1,SUCCESS,2,998.79
0.12,SUCCESS,1,998.79
0.25,SUCCESS,1,998.79
0.0,SUCCESS,13,998.7
0.01,SUCCESS,0,998.71
0.05,SUCCESS,0,998.75
0.1,SUCCESS,0,998.79
0.12,SUCCESS,3,998.79
0.25,SUCCESS,0,998.79
0.0,SUCCESS,17,998.7
0.01,SUCCESS,2,998.71
0.05,SUCCESS,0,998.75
0.1,SUCCESS,4,998.79
0.12,SUCCESS,2,998.79
0.25,SUCCESS,3,999.3
0.0,SUCCESS,16,999.2
0.01,SUCCESS,0,999.21
0.05,SUCCESS,3,999.25
0.1,SUCCESS,1,999.29
0.12,SUCCESS,2,999.29
0.25,SUCCESS,3,999.5
0.0,SUCCESS,11,999.4
0.01,SUCCESS,1,999.41
0.05,SUCCESS,1,999.45
0.1,SUCCESS,1,999.49
0.12,SUCCESS,0,999.49
0.25,SUCCESS,1,999.49
0.0,SUCCESS,21,999.4
0.01,SUCCESS,1,999.41
0.05,SUCCESS,0,999.45
0.1,SUCCESS,1,999.49
0.12,SUCCESS,3,999.49
0.25,SUCCESS,0,999.49
0.0,SUCCESS,16,999.4
0.01,SUCCESS,1,999.41
0.05,SUCCESS,3,999.45
0.1,TIMEOUT,51,
0.12,SUCCESS,3,999.79
0.25,SUCCESS,0,999.79
0.0,SUCCESS,22,999.7
0.01,SUCCESS,0,999.71
0.05,SUCCESS,1,999.75
0.1,SUCCESS,1,999.79
0.12,SUCCESS,0,999.79
0.25,SUCCESS,1,999.79
0.0,SUCCESS,38,999.7
0.01,SUCCESS,0,999.71
0.05,SUCCESS,0,999.75
0.1,SUCCESS,0,999.79
0.12,SUCCESS,2,999.79
0.25,SUCCESS,0,999.79
0.0,SUCCESS,19,999.7
0.01,SUCCESS,0,999.71
0.05,SUCCESS,0,999.75
0.1,SUCCESS,3,999.79
0.12,SUCCESS,3,999.79
0.25,SUCCESS,1,999.79
0.0,SUCCESS,24,999.7
0.01,SUCCESS,0,999.71
0.05,SUCCESS,0,999.75
0.1,SUCCESS,0,999.79
0.12,SUCCESS,1,999.79
0.25,SUCCESS,1,999.79
0.0,SUCCESS,18,999.7
0.01,SUCCESS,0,999.71
0.05,SUCCESS,0,999.75
0.1,SUCCESS,0,999.79
0.12,SUCCESS,1,999.79
0.25,SUCCESS,2,999.79
0.0,SUCCESS,17,999.7
0.01,SUCCESS,0,999.71
0.05,SUCCESS,5,999.75
0.1,SUCCESS,2,999.79
0.12,SUCCESS,1,999.79
0.25,SUCCESS,1,999.79
0.0,SUCCESS,13,999.7
0.01,SUCCESS,2,999.71
0.05,SUCCESS,1,999.75
0.1,SUCCESS,0,999.79
0.12,TIMEOUT,51,
0.25,SUCCESS,7,999.89
0.0,SUCCESS,33,999.8
0.01,SUCCESS,2,999.81
0.05,SUCCESS,1,999.85
0.1,SUCCESS,2,999.89
0.12,SUCCESS,1,999.89
0.25,SUCCESS,0,999.89
0.0,SUCCESS,17,999.8
0.01,SUCCESS,1,999.81
0.05,SUCCESS,2,999.85
0.1,SUCCESS,0,999.89
0.12,SUCCESS,1,999.89
0.25,SUCCESS,0,999.89
0.0,SUCCESS,18,999.8
0.01,SUCCESS,7,999.81
0.05,SUCCESS,0,999.85
0.1,SUCCESS,2,999.89
0.12,SUCCESS,0,999.89
0.25,SUCCESS,1,999.89
0.0,SUCCESS,9,999.8
0.01,SUCCESS,0,999.81
0.05,SUCCESS,0,999.85
0.1,SUCCESS,2,999.89
0.12,SUCCESS,3,999.89
0.25,SUCCESS,0,999.89
0.0,SUCCESS,10,999.8
0.01,SUCCESS,0,999.81
0.05,SUCCESS,2,999.85
0.1,SUCCESS,2,999.89
0.12,SUCCESS,1,999.89
0.25,SUCCESS,0,999.89
0.0,SUCCESS,6,999.8
0.01,SUCCESS,1,999.81
0.05,SUCCESS,2,999.85
0.1,SUCCESS,4,999.89
0.12,SUCCESS,1,999.89
0.25,SUCCESS,2,999.89
0.0,SUCCESS,4,999.8
0.01,SUCCESS,2,999.81
0.05,SUCCESS,1,999.85
0.1,SUCCESS,0,999.89
0.12,SUCCESS,13,1000.0
0.25,SUCCESS,2,1000.09
0.0,SUCCESS,12,1000.0
0.01,SUCCESS,4,1000.01
0.05,SUCCESS,0,1000.05
0.1,SUCCESS,0,1000.09
0.12,SUCCESS,0,1000.09
0.25,SUCCESS,1,1000.09
0.0,SUCCESS,29,1000.0
0.01,SUCCESS,0,1000.01
0.05,SUCCESS,1,1000.05
0.1,SUCCESS,2,1000.09
0.12,SUCCESS,2,1000.09
0.25,SUCCESS,1,1000.09
0.0,SUCCESS,21,1000.0
0.01,SUCCESS,2,1000.01
0.05,SUCCESS,0,1000.05
0.1,SUCCESS,0,1000.09
0.12,SUCCESS,1,1000.09
0.25,SUCCESS,4,1000.09
0.0,SUCCESS,14,1000.0
0.01,SUCCESS,2,1000.01
0.05,SUCCESS,8,1000.05
0.1,SUCCESS,0,1000.09
0.12,SUCCESS,0,1000.09
0.25,SUCCESS,0,1000.09
0.0,SUCCESS,18,1000.0
0.01,SUCCESS,1,1000.01
0.05,SUCCESS,2,1000.05
0.1,SUCCESS,1,1000.09
0.12,SUCCESS,2,1000.09
0.25,SUCCESS,1,1000.09
0.0,SUCCESS,13,1000.0
0.01,SUCCESS,0,1000.01
0.05,SUCCESS,0,1000.05
0.1,SUCCESS,1,1000.09
0.12,SUCCESS,3,1000.09
0.25,SUCCESS,0,1000.09
0.0,SUCCESS,23,1000.0
0.01,SUCCESS,0,1000.01
0.05,SUCCESS,1,1000.05
0.1,SUCCESS,0,1000.09
0.12,SUCCESS,0,1000.09
0.25,SUCCESS,0,1000.09
0.0,SUCCESS,15,1000.0
0.01,SUCCESS,1,1000.01
0.05,SUCCESS,0,1000.05
0.1,SUCCESS,4,1000.09
0.12,SUCCESS,2,1000.09
0.25,SUCCESS,7,1000.09
0.0,SUCCESS,15,1000.0
0.01,SUCCESS,4,1000.01
0.05,SUCCESS,4,1000.05
0.1,SUCCESS,2,1000.09
0.12,SUCCESS,0,1000.09
0.25,SUCCESS,3,1000.09
0.0,SUCCESS,5,1000.0
0.01,SUCCESS,2,1000.01
0.05,SUCCESS,1,1000.05
0.1,SUCCESS,0,1000.09
0.12,SUCCESS,0,1000.09
0.25,SUCCESS,1,1000.09
0.0,SUCCESS,2,1000.0
0.01,SUCCESS,3,1000.01
0.05,SUCCESS,0,1000.05
0.1,SUCCESS,1,1000.09
0.12,SUCCESS,1,1000.09
0.25,SUCCESS,1,1000.09
0.0,SUCCESS,22,1000.0
0.01,SUCCESS,1,1000.01
0.05,SUCCESS,1,1000.05
0.1,SUCCESS,0,1000.09
0.12,SUCCESS,3,1000.09
0.25,SUCCESS,1,1000.09
0.0,SUCCESS,17,1000.0
0.01,SUCCESS,1,1000.01
0.05,SUCCESS,4,1000.05
0.1,SUCCESS,3,1000.09
0.12,SUCCESS,0,1000.09
0.25,SUCCESS,3,1000.09
0.0,SUCCESS,12,1000.0
0.01,SUCCESS,0,1000.01
0.05,SUCCESS,2,1000.05
0.1,SUCCESS,2,1000.09
0.12,SUCCESS,0,1000.09
0.25,SUCCESS,1,1000.09
0.0,SUCCESS,17,1000.0
0.01,SUCCESS,0,1000.01
0.05,SUCCESS,0,1000.05
0.1,SUCCESS,0,1000.09
0.12,SUCCESS,0,1000.09
0.25,SUCCESS,0,1000.09
0.0,SUCCESS,18,1000.0
0.01,SUCCESS,2,1000.01
0.05,SUCCESS,0,1000.05
0.1,TIMEOUT,51,
0.12,SUCCESS,0,1000.19
0.25,SUCCESS,1,1000.19
0.0,SUCCESS,24,1000.1
0.01,SUCCESS,1,1000.11
0.05,SUCCESS,1,1000.15
0.1,SUCCESS,1,1000.19
0.12,SUCCESS,2,1000.19
0.25,SUCCESS,0,1000.29
0.0,SUCCESS,7,1000.2
0.01,SUCCESS,1,1000.21
0.05,SUCCESS,0,1000.25
0.1,SUCCESS,1,1000.29
0.12,SUCCESS,2,1000.29
0.25,SUCCESS,0,1000.29
0.0,SUCCESS,10,1000.2
0.01,SUCCESS,0,1000.21
0.05,SUCCESS,0,1000.25
0.1,SUCCESS,1,1000.29
0.12,SUCCESS,1,1000.29
0.25,SUCCESS,4,1000.29
0.0,SUCCESS,9,1000.2
0.01,SUCCESS,1,1000.21
0.05,SUCCESS,1,1000.25
0.1,SUCCESS,1,1000.29
0.12,SUCCESS,4,1000.29
0.25,SUCCESS,3,1000.29
0.0,SUCCESS,5,1000.2
0.01,SUCCESS,2,1000.21
0.05,SUCCESS,6,1000.25
0.1,SUCCESS,1,1000.29
0.12,SUCCESS,5,1000.29
0.25,SUCCESS,0,1000.29
0.0,SUCCESS,10,1000.2
0.01,SUCCESS,1,1000.21
0.05,SUCCESS,0,1000.25
0.1,SUCCESS,1,1000.29
0.12,TIMEOUT,51,
0.25,SUCCESS,1,1000.39
0.0,SUCCESS,30,1000.3
0.01,SUCCESS,2,1000.31
0.05,SUCCESS,0,1000.35
0.1,SUCCESS,4,1000.39
0.12,SUCCESS,1,1000.39
0.25,SUCCESS,0,1000.39
0.0,SUCCESS,19,1000.3
0.01,SUCCESS,2,1000.31
0.05,SUCCESS,5,1000.35
0.1,SUCCESS,1,1000.39
0.12,SUCCESS,0,1000.39
