step,bid,ask,mid,spread,scenario,timestamp
87,992.6,994.8,993.7,2.199999999999932,stressed_market,1768730982.363581
88,992.9,994.5,993.7,1.6000000000000227,stressed_market,1768730982.364335
89,993.1,994.3,993.7,1.1999999999999318,stressed_market,1768730982.365134
90,993.5,993.9,993.7,0.39999999999997726,stressed_market,1768730982.365938
91,992.3,993.7,993.0,1.400000000000091,stressed_market,1768730982.366752
92,991.3,994.7,993.0,3.400000000000091,stressed_market,1768730982.367535
93,992.1,993.9,993.0,1.7999999999999545,stressed_market,1768730982.368286
94,991.8,994.2,993.0,2.400000000000091,stressed_market,1768730982.369279
95,992.8,993.2,993.0,0.40000000000009095,stressed_market,1768730982.370816
96,993.0,993.2,993.1,0.20000000000004547,stressed_market,1768730982.371788
97,993.1,993.5,993.3,0.39999999999997726,stressed_market,1768730982.3728929
98,993.1,993.6,993.35,0.5,stressed_market,1768730982.3737411
99,993.1,995.0,994.05,1.8999999999999773,stressed_market,1768730982.3745542
100,994.0,994.6,994.3,0.6000000000000227,stressed_market,1768730982.3753011
101,993.5,994.6,994.05,1.1000000000000227,stressed_market,1768730982.376089
102,993.9,994.2,994.05,0.3000000000000682,stressed_market,1768730982.376755
103,993.9,994.2,994.05,0.3000000000000682,stressed_market,1768730982.3778272
104,993.6,994.1,993.85,0.5,stressed_market,1768730982.3788722
105,994.0,994.2,994.1,0.20000000000004547,stressed_market,1768730982.3815339
106,992.6,995.6,994.1,3.0,stressed_market,1768730982.382699
107,993.5,994.1,993.8,0.6000000000000227,stressed_market,1768730982.383693
108,993.4,994.1,993.75,0.7000000000000455,stressed_market,1768730982.384657
109,993.7,994.1,993.9000000000001,0.39999999999997726,stressed_market,1768730982.385639
110,993.4,994.1,993.75,0.7000000000000455,stressed_market,1768730982.386867
111,993.1,994.1,993.6,1.0,stressed_market,1768730982.389416
112,993.1,994.1,993.6,1.0,stressed_market,1768730982.3927739
113,992.7,994.1,993.4000000000001,1.3999999999999773,stressed_market,1768730982.395114
114,989.1,994.1,991.6,5.0,stressed_market,1768730982.3966541
115,991.2,992.0,991.6,0.7999999999999545,stressed_market,1768730982.397781
116,991.4,991.8,991.5999999999999,0.39999999999997726,stressed_market,1768730982.399511
117,991.4,991.8,991.5999999999999,0.39999999999997726,stressed_market,1768730982.401572
118,991.2,992.0,991.6,0.7999999999999545,stressed_market,1768730982.402703
119,989.9,993.3,991.5999999999999,3.3999999999999773,stressed_market,1768730982.403899
120,990.5,992.7,991.6,2.2000000000000455,stressed_market,1768730982.405097
121,991.1,992.1,991.6,1.0,stressed_market,1768730982.406166
122,991.5,991.7,991.6,0.20000000000004547,stressed_market,1768730982.4076748
123,991.5,991.7,991.6,0.20000000000004547,stressed_market,1768730982.410617
124,991.5,991.7,991.6,0.20000000000004547,stressed_market,1768730982.411655
125,991.5,991.7,991.6,0.20000000000004547,stressed_market,1768730982.412849
126,991.5,991.6,991.55,0.10000000000002274,stressed_market,1768730982.4159832
127,991.4,991.6,991.5,0.20000000000004547,stressed_market,1768730982.417375
128,991.5,991.6,991.55,0.10000000000002274,stressed_market,1768730982.418505
129,988.6,991.6,990.1,3.0,stressed_market,1768730982.4198232
130,989.9,990.3,990.0999999999999,0.39999999999997726,stressed_market,1768730982.421566
131,990.1,991.6,990.85,1.5,stressed_market,1768730982.423012
132,990.5,991.2,990.85,0.7000000000000455,stressed_market,1768730982.424294
133,990.5,991.2,990.85,0.7000000000000455,stressed_market,1768730982.4253938
134,990.5,991.2,990.85,0.7000000000000455,stressed_market,1768730982.426246
135,988.0,990.9,989.45,2.8999999999999773,stressed_market,1768730982.427119
136,989.3,989.6,989.45,0.3000000000000682,stressed_market,1768730982.428006
137,989.3,989.6,989.45,0.3000000000000682,stressed_market,1768730982.429218
138,989.4,989.6,989.5,0.20000000000004547,stressed_market,1768730982.429997
139,989.4,989.6,989.5,0.20000000000004547,stressed_market,1768730982.430649
140,989.4,990.1,989.75,0.7000000000000455,stressed_market,1768730982.431322
141,989.7,990.1,989.9000000000001,0.39999999999997726,stressed_market,1768730982.4320278
142,989.8,990.0,989.9,0.20000000000004547,stressed_market,1768730982.432671
143,989.8,990.0,989.9,0.20000000000004547,stressed_market,1768730982.433275
144,989.8,989.9,989.8499999999999,0.10000000000002274,stressed_market,1768730982.433964
145,987.8,989.9,988.8499999999999,2.1000000000000227,stressed_market,1768730982.434581
146,987.6,989.9,988.75,2.2999999999999545,stressed_market,1768730982.435182
147,988.7,989.9,989.3,1.1999999999999318,stressed_market,1768730982.43603
148,988.7,989.9,989.3,1.1999999999999318,stressed_market,1768730982.436734
149,988.7,991.4,990.05,2.699999999999932,stressed_market,1768730982.437349
150,988.7,993.0,990.85,4.2999999999999545,stressed_market,1768730982.437949
151,989.2,992.5,990.85,3.2999999999999545,stressed_market,1768730982.4385731
152,990.2,991.5,990.85,1.2999999999999545,stressed_market,1768730982.439156
153,989.9,991.8,990.8499999999999,1.8999999999999773,stressed_market,1768730982.4398
154,990.5,990.9,990.7,0.39999999999997726,stressed_market,1768730982.440557
155,988.0,990.9,989.45,2.8999999999999773,stressed_market,1768730982.441331
156,989.0,989.9,989.45,0.8999999999999773,stressed_market,1768730982.442088
157,988.5,990.4,989.45,1.8999999999999773,stressed_market,1768730982.4427378
158,987.8,990.9,989.3499999999999,3.1000000000000227,stressed_market,1768730982.443404
159,987.0,990.9,988.95,3.8999999999999773,stressed_market,1768730982.444096
160,987.6,990.3,988.95,2.699999999999932,stressed_market,1768730982.444716
161,988.4,989.5,988.95,1.1000000000000227,stressed_market,1768730982.445378
162,988.3,989.6,988.95,1.3000000000000682,stressed_market,1768730982.4459698
163,988.4,989.5,988.95,1.1000000000000227,stressed_market,1768730982.4466019
164,988.3,989.6,988.95,1.3000000000000682,stressed_market,1768730982.4472299
165,988.3,989.6,988.95,1.3000000000000682,stressed_market,1768730982.44788
166,988.9,989.0,988.95,0.10000000000002274,stressed_market,1768730982.4485078
167,986.5,989.0,987.75,2.5,stressed_market,1768730982.4491498
168,987.2,988.3,987.75,1.099999999999909,stressed_market,1768730982.4497752
169,985.3,990.2,987.75,4.900000000000091,stressed_market,1768730982.450495
170,987.7,988.1,987.9000000000001,0.39999999999997726,stressed_market,1768730982.451184
171,987.7,988.2,987.95,0.5,stressed_market,1768730982.4518158
172,987.7,989.4,988.55,1.6999999999999318,stressed_market,1768730982.4525151
173,987.9,989.2,988.55,1.3000000000000682,stressed_market,1768730982.4531531
174,988.3,988.6,988.45,0.3000000000000682,stressed_market,1768730982.45381
175,988.3,988.6,988.45,0.3000000000000682,stressed_market,1768730982.454435
176,988.2,988.6,988.4000000000001,0.39999999999997726,stressed_market,1768730982.455049
177,988.2,988.4,988.3,0.1999999999999318,stressed_market,1768730982.455647
178,987.7,989.8,988.75,2.099999999999909,stressed_market,1768730982.456245
179,988.7,989.4,989.05,0.6999999999999318,stressed_market,1768730982.458784
180,988.7,989.4,989.05,0.6999999999999318,stressed_market,1768730982.4595149
181,988.2,989.9,989.05,1.6999999999999318,stressed_market,1768730982.460889
182,988.7,989.4,989.05,0.6999999999999318,stressed_market,1768730982.46158
183,988.7,989.4,989.05,0.6999999999999318,stressed_market,1768730982.462202
184,987.8,990.3,989.05,2.5,stressed_market,1768730982.462801
185,988.6,989.5,989.05,0.8999999999999773,stressed_market,1768730982.4634318
186,987.0,991.1,989.05,4.100000000000023,stressed_market,1768730982.4639602
187,987.6,990.5,989.05,2.8999999999999773,stressed_market,1768730982.464499
188,985.9,992.2,989.05,6.300000000000068,stressed_market,1768730982.4650822
189,989.0,990.0,989.5,1.0,stressed_market,1768730982.465845
190,988.1,990.0,989.05,1.8999999999999773,stressed_market,1768730982.466901
191,988.8,989.3,989.05,0.5,stressed_market,1768730982.467492
192,988.8,989.3,989.05,0.5,stressed_market,1768730982.468069
193,987.1,991.0,989.05,3.8999999999999773,stressed_market,1768730982.468609
194,988.0,990.1,989.05,2.1000000000000227,stressed_market,1768730982.46924
195,988.5,989.6,989.05,1.1000000000000227,stressed_market,1768730982.469826
196,987.7,990.4,989.05,2.699999999999932,stressed_market,1768730982.470498
197,989.0,989.1,989.05,0.10000000000002274,stressed_market,1768730982.471149
198,989.0,989.1,989.05,0.10000000000002274,stressed_market,1768730982.4717891
199,988.0,989.1,988.55,1.1000000000000227,stressed_market,1768730982.472425
200,988.5,989.1,988.8,0.6000000000000227,stressed_market,1768730982.4730089
201,988.8,989.1,988.95,0.3000000000000682,stressed_market,1768730982.4736252
202,988.9,990.4,989.65,1.5,stressed_market,1768730982.474242
203,988.8,989.7,989.25,0.900000000000091,stressed_market,1768730982.474945
204,988.8,989.7,989.25,0.900000000000091,stressed_market,1768730982.475582
205,988.9,989.6,989.25,0.7000000000000455,stressed_market,1768730982.476179
206,988.8,989.7,989.25,0.900000000000091,stressed_market,1768730982.476764
207,988.8,989.7,989.25,0.900000000000091,stressed_market,1768730982.477367
208,988.7,989.7,989.2,1.0,stressed_market,1768730982.477986
209,988.8,989.2,989.0,0.40000000000009095,stressed_market,1768730982.478654
210,985.9,989.2,987.55,3.300000000000068,stressed_market,1768730982.4793239
211,985.5,989.2,987.35,3.7000000000000455,stressed_market,1768730982.4799922
212,986.9,987.8,987.3499999999999,0.8999999999999773,stressed_market,1768730982.480685
213,987.3,987.8,987.55,0.5,stressed_market,1768730982.481775
214,987.3,988.6,987.95,1.3000000000000682,stressed_market,1768730982.4825459
215,987.9,988.6,988.25,0.7000000000000455,stressed_market,1768730982.48326
216,987.9,989.8,988.8499999999999,1.8999999999999773,stressed_market,1768730982.484572
217,988.2,989.5,988.85,1.2999999999999545,stressed_market,1768730982.48545
218,987.9,991.1,989.5,3.2000000000000455,stressed_market,1768730982.486495
219,987.7,989.5,988.6,1.7999999999999545,stressed_market,1768730982.4873888
220,988.4,988.8,988.5999999999999,0.39999999999997726,stressed_market,1768730982.488021
221,988.6,988.8,988.7,0.1999999999999318,stressed_market,1768730982.488629
222,988.6,989.1,988.85,0.5,stressed_market,1768730982.4892921
223,988.8,989.0,988.9,0.20000000000004547,stressed_market,1768730982.4899268
224,988.0,989.8,988.9,1.7999999999999545,stressed_market,1768730982.490564
225,985.9,991.5,988.7,5.600000000000023,stressed_market,1768730982.4912288
226,986.6,988.7,987.6500000000001,2.1000000000000227,stressed_market,1768730982.491807
227,986.6,987.7,987.1500000000001,1.1000000000000227,stressed_market,1768730982.492469
228,986.2,987.7,986.95,1.5,stressed_market,1768730982.493131
229,986.2,987.7,986.95,1.5,stressed_market,1768730982.4938219
230,985.35,987.7,986.5250000000001,2.3500000000000227,stressed_market,1768730982.494426
231,986.5,987.7,987.1,1.2000000000000455,stressed_market,1768730982.495164
232,987.0,987.2,987.1,0.20000000000004547,stressed_market,1768730982.495819
233,987.0,987.2,987.1,0.20000000000004547,stressed_market,1768730982.496499
234,987.1,987.2,987.1500000000001,0.10000000000002274,stressed_market,1768730982.505437
235,986.8,987.4,987.0999999999999,0.6000000000000227,stressed_market,1768730982.506367
236,986.2,988.0,987.1,1.7999999999999545,stressed_market,1768730982.5070689
237,987.0,987.2,987.1,0.20000000000004547,stressed_market,1768730982.507723
238,986.0,988.2,987.1,2.2000000000000455,stressed_market,1768730982.508397
239,985.9,988.3,987.0999999999999,2.3999999999999773,stressed_market,1768730982.509037
240,985.35,991.9,988.625,6.5499999999999545,stressed_market,1768730982.509645
241,987.1,988.6,987.85,1.5,stressed_market,1768730982.510248
242,987.6,988.1,987.85,0.5,stressed_market,1768730982.5110028
243,985.9,988.6,987.25,2.7000000000000455,stressed_market,1768730982.5118022
244,985.6,988.6,987.1,3.0,stressed_market,1768730982.5124311
245,985.4,988.8,987.0999999999999,3.3999999999999773,stressed_market,1768730982.51313
246,985.6,987.1,986.35,1.5,stressed_market,1768730982.513731
247,985.35,987.1,986.225,1.75,stressed_market,1768730982.514327
248,986.1,986.3,986.2,0.1999999999999318,stressed_market,1768730982.514923
249,985.35,987.1,986.225,1.75,stressed_market,1768730982.51554
250,986.2,987.1,986.6500000000001,0.8999999999999773,stressed_market,1768730982.516166
251,985.35,987.1,986.225,1.75,stressed_market,1768730982.5168
252,986.2,986.3,986.25,0.09999999999990905,stressed_market,1768730982.51748
253,986.2,987.1,986.6500000000001,0.8999999999999773,stressed_market,1768730982.518176
254,986.2,987.1,986.6500000000001,0.8999999999999773,stressed_market,1768730982.518848
255,986.5,986.8,986.65,0.2999999999999545,stressed_market,1768730982.5195389
256,986.5,986.8,986.65,0.2999999999999545,stressed_market,1768730982.520174
257,986.6,986.8,986.7,0.1999999999999318,stressed_market,1768730982.520802
258,986.6,986.8,986.7,0.1999999999999318,stressed_market,1768730982.5214489
259,986.6,990.9,988.75,4.2999999999999545,stressed_market,1768730982.5220869
260,986.6,991.4,989.0,4.7999999999999545,stressed_market,1768730982.522712
261,987.0,991.0,989.0,4.0,stressed_market,1768730982.5233731
262,986.1,991.4,988.75,5.2999999999999545,stressed_market,1768730982.523965
263,988.7,988.9,988.8,0.1999999999999318,stressed_market,1768730982.5245461
264,988.8,988.9,988.8499999999999,0.10000000000002274,stressed_market,1768730982.52526
265,988.8,990.9,989.8499999999999,2.1000000000000227,stressed_market,1768730982.525864
266,989.2,990.5,989.85,1.2999999999999545,stressed_market,1768730982.526479
267,989.0,990.7,989.85,1.7000000000000455,stressed_market,1768730982.5270898
268,989.0,990.7,989.85,1.7000000000000455,stressed_market,1768730982.527741
269,989.0,990.7,989.85,1.7000000000000455,stressed_market,1768730982.528318
270,987.6,992.1,989.85,4.5,stressed_market,1768730982.528886
271,989.5,989.9,989.7,0.39999999999997726,stressed_market,1768730982.5294452
272,989.5,989.9,989.7,0.39999999999997726,stressed_market,1768730982.5300128
273,989.5,990.2,989.85,0.7000000000000455,stressed_market,1768730982.530566
274,989.5,990.2,989.85,0.7000000000000455,stressed_market,1768730982.531175
275,989.3,990.4,989.8499999999999,1.1000000000000227,stressed_market,1768730982.531703
276,989.2,990.5,989.85,1.2999999999999545,stressed_market,1768730982.532216
277,988.1,991.6,989.85,3.5,stressed_market,1768730982.532712
278,988.4,991.3,989.8499999999999,2.8999999999999773,stressed_market,1768730982.533293
279,989.3,990.4,989.8499999999999,1.1000000000000227,stressed_market,1768730982.5340219
280,987.9,991.8,989.8499999999999,3.8999999999999773,stressed_market,1768730982.53473
281,988.4,991.3,989.8499999999999,2.8999999999999773,stressed_market,1768730982.535409
282,987.7,992.0,989.85,4.2999999999999545,stressed_market,1768730982.536132
283,989.8,989.9,989.8499999999999,0.10000000000002274,stressed_market,1768730982.536917
284,988.6,989.9,989.25,1.2999999999999545,stressed_market,1768730982.537525
285,986.0,989.9,987.95,3.8999999999999773,stressed_market,1768730982.5384908
286,987.4,988.5,987.95,1.1000000000000227,stressed_market,1768730982.53936
287,987.7,988.2,987.95,0.5,stressed_market,1768730982.540024
288,987.7,988.2,987.95,0.5,stressed_market,1768730982.540681
289,987.7,988.2,987.95,0.5,stressed_market,1768730982.5413802
290,987.7,988.2,987.95,0.5,stressed_market,1768730982.542079
291,986.5,989.4,987.95,2.8999999999999773,stressed_market,1768730982.542887
292,987.9,989.5,988.7,1.6000000000000227,stressed_market,1768730982.543645
293,987.8,989.6,988.7,1.8000000000000682,stressed_market,1768730982.544518
294,988.4,989.0,988.7,0.6000000000000227,stressed_market,1768730982.5453
295,988.1,989.3,988.7,1.1999999999999318,stressed_market,1768730982.546127
296,988.1,989.3,988.7,1.1999999999999318,stressed_market,1768730982.546848
297,988.7,989.3,989.0,0.599999999999909,stressed_market,1768730982.547633
298,988.7,989.3,989.0,0.599999999999909,stressed_market,1768730982.548424
299,988.8,989.2,989.0,0.40000000000009095,stressed_market,1768730982.5502348
300,988.2,989.8,989.0,1.599999999999909,stressed_market,1768730982.5509691
301,988.2,989.8,989.0,1.599999999999909,stressed_market,1768730982.5516832
302,986.9,989.97,988.435,3.07000000000005,stressed_market,1768730982.552306
303,988.4,989.3,988.8499999999999,0.8999999999999773,stressed_market,1768730982.552968
304,988.8,989.1,988.95,0.3000000000000682,stressed_market,1768730982.553589
305,988.8,989.6,989.2,0.8000000000000682,stressed_market,1768730982.554282
306,988.9,989.5,989.2,0.6000000000000227,stressed_market,1768730982.554914
307,988.8,989.97,989.385,1.1700000000000728,stressed_market,1768730982.5555332
308,988.1,989.4,988.75,1.2999999999999545,stressed_market,1768730982.5561988
309,988.7,989.97,989.335,1.2699999999999818,stressed_market,1768730982.557046
310,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.558005
311,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.5586739
312,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.559293
313,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.559969
314,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.560713
315,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.5613592
316,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.561974
317,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.562638
318,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.563295
319,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.563933
320,989.3,989.6,989.45,0.3000000000000682,stressed_market,1768730982.5645819
321,989.3,989.6,989.45,0.3000000000000682,stressed_market,1768730982.565228
322,989.3,989.6,989.45,0.3000000000000682,stressed_market,1768730982.565888
323,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.56651
324,989.6,989.8,989.7,0.1999999999999318,stressed_market,1768730982.56715
325,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.567751
326,988.7,989.97,989.335,1.2699999999999818,stressed_market,1768730982.568415
327,989.1,989.6,989.35,0.5,stressed_market,1768730982.569153
328,988.7,989.9,989.3,1.1999999999999318,stressed_market,1768730982.569875
329,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.57055
330,989.4,989.9,989.65,0.5,stressed_market,1768730982.571266
331,989.3,989.97,989.635,0.6700000000000728,stressed_market,1768730982.571989
332,989.0,989.97,989.485,0.9700000000000273,stressed_market,1768730982.5727239
333,989.4,989.6,989.5,0.20000000000004547,stressed_market,1768730982.573442
334,988.3,989.97,989.135,1.6700000000000728,stressed_market,1768730982.5741591
335,988.3,989.1,988.7,0.8000000000000682,stressed_market,1768730982.574854
336,988.7,989.1,988.9000000000001,0.39999999999997726,stressed_market,1768730982.575548
337,988.7,988.9,988.8,0.1999999999999318,stressed_market,1768730982.5763168
338,988.7,988.9,988.8,0.1999999999999318,stressed_market,1768730982.577043
339,988.7,988.9,988.8,0.1999999999999318,stressed_market,1768730982.577774
340,988.7,988.9,988.8,0.1999999999999318,stressed_market,1768730982.578412
341,988.7,988.8,988.75,0.09999999999990905,stressed_market,1768730982.5792582
342,988.7,988.9,988.8,0.1999999999999318,stressed_market,1768730982.580023
343,988.7,989.1,988.9000000000001,0.39999999999997726,stressed_market,1768730982.580745
344,988.7,989.1,988.9000000000001,0.39999999999997726,stressed_market,1768730982.581474
345,988.7,989.2,988.95,0.5,stressed_market,1768730982.5822039
346,988.7,989.97,989.335,1.2699999999999818,stressed_market,1768730982.582916
347,988.7,989.97,989.335,1.2699999999999818,stressed_market,1768730982.583937
348,988.7,989.97,989.335,1.2699999999999818,stressed_market,1768730982.584834
349,988.7,989.97,989.335,1.2699999999999818,stressed_market,1768730982.585831
350,989.1,989.3,989.2,0.1999999999999318,stressed_market,1768730982.586777
351,989.1,989.3,989.2,0.1999999999999318,stressed_market,1768730982.587564
352,989.2,989.3,989.25,0.09999999999990905,stressed_market,1768730982.588314
353,989.2,989.3,989.25,0.09999999999990905,stressed_market,1768730982.589041
354,988.7,989.3,989.0,0.599999999999909,stressed_market,1768730982.589764
355,989.0,989.3,989.15,0.2999999999999545,stressed_market,1768730982.590525
356,989.0,989.3,989.15,0.2999999999999545,stressed_market,1768730982.591291
357,989.0,989.2,989.1,0.20000000000004547,stressed_market,1768730982.5919628
358,989.0,989.2,989.1,0.20000000000004547,stressed_market,1768730982.5926101
359,988.7,989.2,988.95,0.5,stressed_market,1768730982.593277
360,985.35,989.2,987.2750000000001,3.8500000000000227,stressed_market,1768730982.593964
361,986.3,988.3,987.3,2.0,stressed_market,1768730982.59487
362,985.8,988.8,987.3,3.0,stressed_market,1768730982.595516
363,987.0,987.6,987.3,0.6000000000000227,stressed_market,1768730982.596168
364,987.0,987.6,987.3,0.6000000000000227,stressed_market,1768730982.596842
365,987.0,987.6,987.3,0.6000000000000227,stressed_market,1768730982.5975199
366,987.3,987.6,987.45,0.3000000000000682,stressed_market,1768730982.598224
367,987.4,987.5,987.45,0.10000000000002274,stressed_market,1768730982.5989828
368,987.3,987.5,987.4,0.20000000000004547,stressed_market,1768730982.599724
369,987.3,987.5,987.4,0.20000000000004547,stressed_market,1768730982.6005728
370,986.6,987.5,987.05,0.8999999999999773,stressed_market,1768730982.601331
371,985.35,987.5,986.425,2.1499999999999773,stressed_market,1768730982.602329
372,985.35,987.5,986.425,2.1499999999999773,stressed_market,1768730982.603157
373,985.35,987.5,986.425,2.1499999999999773,stressed_market,1768730982.603839
374,985.35,987.5,986.425,2.1499999999999773,stressed_market,1768730982.6044888
375,985.35,987.5,986.425,2.1499999999999773,stressed_market,1768730982.6051688
376,985.35,987.5,986.425,2.1499999999999773,stressed_market,1768730982.6058528
377,986.4,986.6,986.5,0.20000000000004547,stressed_market,1768730982.60657
